city,lat,lng
Pereira,4.8143,-75.6946
Mission Viejo,33.6095,-117.655
Dortmund,51.5139,7.4653
Chuxiong,25.0461,101.5436
Makati City,14.55,121.0333
Albany,42.6664,-73.7987
Shah Alam,3.0833,101.5333
Knoxville,35.9692,-83.9496
Essen,51.4508,7.0131
Shangzhi,45.2116,127.962
Botou,38.074,116.57
Bucaramanga,7.1186,-73.1161
Anyang,37.3925,126.9269
Genoa,44.4072,8.934
Kuiju,36.8528,119.3904
Tlaquepaque,20.6167,-103.3167
Puente Alto,-33.6167,-70.5833
Dehra Dūn,30.318,78.029
Aţ Ţā’if,21.2667,40.4167
San Jose del Monte,14.8139,121.0453
Bakersfield,35.3529,-119.0359
Wancheng,18.8,110.4
Hachiōji,35.6667,139.3167
Ogden,41.2278,-111.9682
Xiulin,29.7211,112.4037
Fu’an,27.1,119.6333
Tomsk,56.4886,84.9522
Kermān,30.2833,57.0667
Kingston upon Hull,53.7444,-0.3325
Al Maḩallah al Kubrá,30.9667,31.1667
Kumul,42.8322,93.5155
Luofeng,37.359,120.396
Lingyuan,41.2407,119.3957
Baton Rouge,30.4418,-91.131
Wencheng,19.6167,110.75
Ciudad Bolívar,8.1167,-63.55
Durgāpur,23.55,87.32
Orenburg,51.7667,55.1
Shenzhou,38.0005,115.5541
Āsansol,23.6833,86.9667
Bacolod,10.6765,122.9509
Akron,41.0798,-81.5219
New Haven,41.3112,-72.9246
Zhenzhou,32.2739,119.1619
Surakarta,-7.5667,110.8167
Jieshou,33.2605,115.3618
Lanxi,29.2167,119.4722
Zāhedān,29.4833,60.8667
Dangyang,30.8258,111.791
Columbia,34.0376,-80.9037
Kemerovo,55.3333,86.0667
Dresden,51.05,13.74
Veracruz,19.1903,-96.1533
Bhāvnagar,21.765,72.1369
Luanzhou,39.7396,118.6978
Novokuznetsk,53.75,87.1167
Nellore,14.4333,79.9667
Chiclayo,-6.763,-79.8366
Palma,39.5667,2.65
Al Ḩudaydah,14.8022,42.9511
Eslāmshahr,35.5333,51.2
Cabinda,-5.5667,12.2
Amrāvati,20.9333,77.75
Korla,41.7646,86.1527
Huanghua,38.371,117.3329
Londrina,-23.31,-51.1628
Tabūk,28.3838,36.555
Xingcheng,40.6189,120.7205
Kaiyuan,42.538,124.0371
Valledupar,10.4603,-73.2597
Fengcheng,40.4543,124.0646
Ajmer,26.468,74.639
Tinnevelly,8.7289,77.7081
Fuding,27.2,120.2
Maturín,9.7457,-63.1832
An Nāşirīyah,31.0439,46.2575
Al Ḩillah,32.4833,44.4333
Ibagué,4.4378,-75.2006
Hannover,52.3744,9.7386
Ryazan,54.6167,39.7167
Panshi,42.9392,126.0561
Kassala,15.45,36.4
Ananindeua,-1.3658,-48.3719
Chang’an,29.4761,113.448
Shashi,30.32,112.23
Poznań,52.4,16.9167
Aksu,41.1664,80.25
Salta,-24.7883,-65.4106
Astrakhan,46.3333,48.0167
Mingguang,32.7816,117.9899
Naberezhnyye Chelny,55.7,52.3333
Bīkaner,28.0181,73.3169
Agartala,23.8333,91.2667
Xalapa,19.54,-96.9275
Ndola,-12.9683,28.6337
Hamadān,34.8065,48.5162
Villavicencio,4.1425,-73.6294
Ailan Mubage,43.9167,81.3167
Ensenada,31.8578,-116.6058
Lyon,45.76,4.84
Bắc Ninh,21.1861,106.0763
Ciudad Apodaca,25.7833,-100.1833
Santa Teresa del Tuy,10.2333,-66.65
Maipú,-33.5167,-70.7667
Penza,53.2,45
Heroica Matamoros,25.8797,-97.5042
Port Said,31.25,32.2833
Yucheng,36.9329,116.6403
Meknès,33.8833,-5.55
Nuremberg,49.4539,11.0775
Pohang,36.0322,129.365
Anda,46.4078,125.3252
Jinghong,22.0057,100.7948
Utsunomiya,36.55,139.8833
Liaoyuan,42.8976,125.1381
Mesa,33.4017,-111.718
Surrey,49.19,-122.8489
Caxias do Sul,-29.1678,-51.1789
Heshan,22.7697,112.9578
Cuautitlán Izcalli,19.65,-99.25
Ujjain,23.1828,75.7772
Jiaji,19.2431,110.4642
Santa Marta,11.2361,-74.2017
Beining,41.5933,121.7932
Hải Dương,20.9399,106.3309
Carrefour,18.5333,-72.4
Homyel’,52.4417,30.9833
Leicester,52.6333,-1.1333
Yanji,42.9044,129.5067
Yicheng,31.7117,112.2551
Lipetsk,52.6167,39.6
Choloma,15.6333,-88
Ulhāsnagar,19.2167,73.15
Encheng,22.1879,112.3131
Muntinlupa City,14.3833,121.05
Linghai,41.1676,121.3558
Aden,12.8,45.0333
Matsuyama,33.8333,132.7667
Jhānsi,25.4486,78.5696
Kitwe,-12.8208,28.2119
Kashgar,39.45,75.9833
Aba,5.1167,7.3667
Palm Bay,27.955,-80.6627
Pingtung,22.6761,120.4942
Montería,8.76,-75.8856
Samarkand,39.6542,66.9597
Davangere,14.4667,75.9167
Jammu,32.7333,74.85
Mazatlán,23.22,-106.42
Murcia,37.9861,-1.1303
Ile-Ife,7.4667,4.5667
Kirov,58.6,49.65
Qaraghandy,49.8,73.1167
Belas,-8.9983,13.265
Mazatán,29.0167,-110.1333
Duisburg,51.4322,6.7611
Mykolaiv,46.9667,32
Provo,40.2457,-111.6457
Meicheng,30.6412,116.5689
Niterói,-22.8833,-43.1036
Matsudo,35.7878,139.9031
Sukkur,27.6995,68.8673
Rouen,49.4428,1.0886
Higashi-ōsaka,34.6794,135.6008
Worcester,42.2705,-71.8079
Hongjiang,27.1167,109.95
Chimbote,-9.0745,-78.5936
Ixtapaluca,19.3186,-98.8822
Dengtacun,41.42,123.33
Zhijiang,30.4271,111.7506
Chengjiao,35.4043,114.0593
Beipiao,41.802,120.7621
Murrieta,33.572,-117.1909
Kota Bharu,6.1333,102.25
Ciudad López Mateos,19.55,-99.2833
Vinh,18.6733,105.6922
Tultitlán de Mariano Escobedo,19.645,-99.1694
Duyun,26.2672,107.5143
Kandahār,31.6078,65.7053
Nishinomiya-hama,34.7333,135.3333
Larkana,27.56,68.2264
Cheboksary,56.1333,47.25
Yuanping,38.7299,112.7134
Port Sudan,19.6158,37.2164
Edinburgh,55.953,-3.189
Belgaum,15.8667,74.5
Tula,54.2,37.6167
Suez,29.9667,32.5333
Shahe,36.8622,114.502
Yazd,31.8972,54.3678
Serra,-20.1289,-40.3078
Nazrēt,8.55,39.27
Gaoping,35.7911,112.9259
Greenville,34.8353,-82.3647
Arāk,34.08,49.7
San Nicolás de los Garza,25.75,-100.2833
Gulbarga,17.3333,76.8333
Juiz de Fora,-21.7642,-43.3503
Dunhua,43.3667,128.2333
Brookhaven,40.8321,-72.9518
Az Zarqā’,32.0833,36.1
Americana,-22.7392,-47.3314
Ardabīl,38.25,48.3
Sylhet,24.9,91.8667
Wichita,37.6896,-97.3442
Toledo,41.6639,-83.5822
Kaihua,23.3715,104.2437
Caerdydd,51.4833,-3.1833
Jāmnagar,22.47,70.07
Dhūlia,20.9,74.7833
Nampula,-15.1167,39.2667
Gaya,24.75,85.0167
Florianópolis,-27.5933,-48.553
Chiniot,31.7167,72.9833
Jiannan,31.3446,104.1994
Ōita,33.2333,131.6067
Wuhai,39.6708,106.8114
Kaliningrad,54.7167,20.5
Nangong,37.3606,115.3803
Staten Island,40.5834,-74.1496
San Juan,-31.5375,-68.5364
Vila Velha,-20.3364,-40.2936
Macapá,0.033,-51.0653
Shekhupura,31.7083,74
Des Moines,41.5725,-93.6105
Piura,-5.2008,-80.6253
Jiaojiangcun,28.6804,121.45
Laohekou,32.3849,111.6695
Beian,48.2395,126.5037
Fujin,47.2489,132.0341
Celaya,20.5222,-100.8122
Xiaoyi,37.1449,111.7718
Strasbourg,48.5833,7.7458
Lanús,-34.7,-58.4
Qingzhen,26.5555,106.4646
Jiangshan,28.7412,118.6225
Ba‘qūbah,33.7447,44.6436
Tamale,9.4075,-0.8533
Gdańsk,54.3667,18.6333
Manado,1.4931,124.8413
Jinchang,38.5168,102.1866
Kanazawa,36.6,136.6167
Calabar,4.95,8.325
Long Beach,33.7981,-118.1675
Malatya,38.3554,38.3337
Huế,16.4637,107.5908
Cranbourne,-38.0996,145.2834
Jalgaon,21.0167,75.5667
Port St. Lucie,27.2796,-80.3883
Mauá,-23.6678,-46.4608
Fukuyama,34.4858,133.3625
Tel Aviv-Yafo,32.08,34.78
Xicheng,23.3629,103.1545
Marikina City,14.65,121.1
Pyeongtaek,36.9947,127.0889
Kurnool,15.8222,78.035
City of Calamba,14.2167,121.1667
Denton,33.2176,-97.1419
Ar Ramādī,33.4258,43.2992
Melaka,2.1889,102.2511
Jian’ou,27.0387,118.3215
Huadian,42.9688,126.7388
Taoyuan District,24.9889,121.3111
Iloilo,10.7167,122.5667
Kota Kinabalu,5.975,116.0725
Minzhu,43.7192,127.337
Rājshāhi,24.3667,88.6
Ţanţā,30.7833,31
Balashikha,55.8,37.95
Udaipur,24.5833,73.6833
Kursk,51.7372,36.1872
Mariupol,47.1306,37.5639
Bukavu,-2.5,28.8667
Hsinchu,24.8047,120.9714
Barcelona,10.1333,-64.6833
Constantine,36.365,6.6147
Tanbei,35.0907,112.9317
Ado-Ekiti,7.6167,5.2167
Batman,37.8833,41.1333
Pasay City,14.55,121
Madison,43.0826,-89.3931
Baisha,29.4774,119.2853
Betim,-19.9678,-44.1978
Bellary,15.15,76.915
Santiago de Cuba,20.0283,-75.8206
Yongji,34.867,110.4417
Reno,39.5497,-119.8483
Danjiangkou,32.5408,111.5098
Kahramanmaraş,37.5875,36.9453
São José do Rio Prêto,-20.82,-49.3789
Andijon,40.7,72.35
Harrisburg,40.2752,-76.8843
Nancy,48.6936,6.1846
Puerto Plata,19.7958,-70.6944
Machida,35.5486,139.4467
Ning’an,44.3429,129.4621
Beira,-19.8333,34.85
Little Rock,34.7256,-92.3576
San Cristóbal,7.7714,-72.2261
Zürich,47.3786,8.54
Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243
Sunch’ŏn,39.4167,125.9333
Diadema,-23.6858,-46.6228
Guangming,45.3357,122.7765
Sāngli,16.8667,74.5667
Tuticorin,8.7833,78.1333
Herāt,34.3738,62.1792
Kupang,-10.1633,123.5778
Jeju,33.5097,126.5219
Bandar ‘Abbās,27.2,56.25
Santos,-23.9608,-46.3339
Manizales,5.0661,-75.4847
Stavropol,45.05,41.9833
Katsina,12.9889,7.6008
Yogyakarta,-7.8014,110.3644
Calicut,11.25,75.7667
Zanjān,36.6667,48.4833
Welkom,-27.9831,26.7208
Ulan-Ude,51.8272,107.6064
Oakland,37.7903,-122.2165
Mazār-e Sharīf,36.7,67.1167
Kāshān,33.9833,51.4333
Kenitra,34.25,-6.5833
Uyo,5.05,7.9333
Maringá,-23.425,-51.9389
Khamīs Mushayţ,18.3,42.7333
Masan,35.1833,128.55
Cusco,-13.5183,-71.9781
Sevastopol,44.6,33.5333
Mandaluyong City,14.5833,121.0333
Porto Velho,-8.7619,-63.9039
Florencio Varela,-34.8167,-58.2833
Akola,20.7333,77
Yan’an Beilu,44.0222,87.2961
Agadir,30.4167,-9.5833
Mogi das Cruzes,-23.5228,-46.1931
Durham,35.9794,-78.9031
Likasi,-10.9833,26.7333
Buenaventura,3.8772,-77.0267
Laval,45.5833,-73.75
Toyota,35.0833,137.1567
Winston-Salem,36.1029,-80.2611
Uijeongbu,37.7486,127.0389
Tver,56.8578,35.9219
Elazığ,38.6667,39.2167
Akure,7.25,5.195
Hpa-An,16.8906,97.6333
Bonita Springs,26.3559,-81.7861
Mishan,45.542,131.8666
Hailin,44.5735,129.3825
Seremban,2.7297,101.9381
Lecheng,25.1307,113.3472
Zhengjiatun,43.513,123.5003
Luhansk,48.5833,39.3333
Pencheng,29.6792,115.6611
Magnitogorsk,53.3833,59.0333
Takamatsu,34.35,134.05
Angeles City,15.1472,120.5847
El Obeid,13.1833,30.2167
Dalai,45.505,124.2863
Xingren,25.4352,105.1907
Kolwezi,-10.7167,25.4667
Wenlan,23.3689,103.3881
Indio,33.7346,-116.2346
Palm Coast,29.5392,-81.246
Arusha,-3.3667,36.6833
Fenyang,37.2652,111.7793
Paju,37.8328,126.8169
Oujda-Angad,34.69,-1.91
Mataram,-8.5833,116.1167
Chattanooga,35.0657,-85.2488
Lapu-Lapu City,10.3127,123.9488
Jhang City,31.2681,72.3181
Nagqu,31.4766,92.0569
Kisumu,-0.1,34.75
Jayapura,-2.5333,140.7167
Montes Claros,-16.7322,-43.8636
Rio Branco,-9.9781,-67.8117
Toyama,36.7,137.22
Fangting,31.1282,104.1695
Spokane,47.6671,-117.433
Sochi,43.5853,39.7203
Bhāgalpur,25.25,87.0167
Ivanovo,57,41
Osogbo,7.7667,4.5667
Imus,14.4297,120.9367
Ciudad Obregón,27.4939,-109.9389
Türkmenabat,39.1,63.5667
Zaria,11.0667,7.7
Namangan,40.9953,71.6725
Bryansk,53.25,34.3667
Taiping,32.0691,108.0351
Maracay,10.2469,-67.5958
Jiexiu,37.0282,111.9103
Mbale,1.0806,34.175
Taraz,42.8833,71.3667
Asyūţ,27.1869,31.1714
Santa Fe,-31.6333,-60.7
Campina Grande,-7.2306,-35.8811
Nagasaki,32.7833,129.8667
Szczecin,53.4247,14.5553
Ghulja,43.9,81.35
Syracuse,43.0409,-76.1438
Carapicuíba,-23.5228,-46.8358
Quilon,8.8853,76.5864
Jundiaí,-23.1864,-46.8842
Gifu,35.4167,136.7667
Lancaster,40.0421,-76.3012
Eindhoven,51.4408,5.4778
Sīkar,27.6119,75.1397
Tumkūr,13.33,77.1
Jiangjiafan,31.0304,112.1
Dera Ghazi Khan,30.05,70.6333
Arlington,32.6998,-97.125
Miyazaki,31.9167,131.4167
Stockton,37.9765,-121.3109
Bhātpāra,22.8667,88.4167
Sandakan,5.8388,118.1173
Hejin,35.5914,110.706
Thanh Hóa,19.8075,105.7764
Muzaffarnagar,29.4708,77.7033
Poughkeepsie,41.6949,-73.921
Campos,-21.7523,-41.3304
Metz,49.1203,6.1778
Nha Trang,12.2495,109.1908
Belgorod,50.6,36.6
Yola,9.2,12.4833
Lobito,-12.3597,13.5308
Saurimo,-9.6589,20.3934
Olinda,-8.0089,-34.855
Bologna,44.4939,11.3428
Ad Dīwānīyah,31.9892,44.9247
Gujrat,32.5736,74.0789
Hancheng,35.4603,110.4292
Fuyu,45.1804,124.82
Karamay,45.5928,84.8711
Kākināda,16.9333,82.2167
Augusta,33.3645,-82.0708
Bhīlwāra,25.35,74.6333
Tieli,46.9804,128.045
Cilegon,-6.0027,106.0112
Baicheng,45.6148,122.832
Nizāmābād,18.6704,78.1
Boise,43.6007,-116.2312
Tonalá,20.6167,-103.2333
Mwanza,-2.5167,32.9
Aqtöbe,50.3,57.1667
Oxnard,34.1963,-119.1815
Tétouan,35.5667,-5.3667
Okazaki,34.95,137.1667
Cariacica,-20.2639,-40.42
Ḩā’il,27.5236,41.7001
Las Palmas,28.1272,-15.4314
Yidu,30.388,111.4505
Lianzhou,24.7868,112.3735
Florence,43.7714,11.2542
Scranton,41.4044,-75.6649
Brno,49.1953,16.6083
London,42.9836,-81.2497
Modesto,37.6374,-121.0028
Kissimmee,28.3042,-81.4164
Pasto,1.2136,-77.2811
Ichinomiya,35.3039,136.8031
Qazvīn,36.2688,50.0041
Irapuato,20.6667,-101.35
Novi Sad,45.2644,19.8317
Shihezi,44.3,86.0333
Shache,38.4261,77.25
Pānihāti,22.69,88.37
Huancayo,-12.0667,-75.2167
Aurora,39.7087,-104.7273
Malabon,14.6625,120.9567
Pétion-Ville,18.5098,-72.2856
Sintra,38.7974,-9.3904
Parbhani,19.2704,76.76
Usulután,13.35,-88.45
Youngstown,41.0993,-80.6463
Christchurch,-43.5309,172.6365
Hatay,36.2,36.15
Iquitos,-3.7333,-73.25
Sivas,39.75,37.0167
Helixi,30.6267,118.9861
A Coruña,43.3713,-8.4188
Manukau City,-37,174.885
Stoke-on-Trent,53,-2.1833
Cumaná,10.45,-64.1667
Vinnytsia,49.2372,28.4672
Rohtak,28.9,76.5667
Lātūr,18.4004,76.57
Bello,6.3319,-75.5581
Sanandaj,35.3097,46.9989
Nuevo Laredo,27.4861,-99.5069
Ambon,-3.705,128.17
Mandaue City,10.3333,123.9333
Keelung,25.1283,121.7419
Toyohashi,34.7667,137.3833
La Florida,-33.55,-70.5667
Varna,43.2114,27.9111
Lengshuijiang,27.6858,111.4279
Anguo,38.4177,115.3204
Rājapālaiyam,9.4204,77.58
Rodriguez,14.7167,121.1167
Madan,30.3307,48.2797
Az Zubayr,30.3892,47.7081
Al Qaţīf,26.5196,50.0115
Cuernavaca,18.9186,-99.2342
Nicolás Romero,19.5833,-99.3667
Huichang,34.9136,112.7852
Vitsyebsk,55.1833,30.1667
Nagano,36.6486,138.1928
Bauru,-22.3147,-49.0606
Yanjiao,39.9432,116.8036
Bochum,51.4833,7.2167
Anápolis,-16.3269,-48.9528
Coventry,52.4081,-1.5106
Zalantun,48.0033,122.7365
Tecámac,19.7131,-98.9683
Ciudad General Escobedo,25.7933,-100.1583
Wŏnsan,39.1475,127.4461
Kocaeli,40.7656,29.9406
Bengkulu,-3.7956,102.2592
Shuanghejiedao,30.3866,106.7756
Surgut,61.25,73.4333
Bobo-Dioulasso,11.1833,-4.2833
Umuahia,5.5333,7.4833
Gedaref,14.0333,35.3833
Palu,-0.895,119.8594
Santa Rosa,14.3167,121.1167
Pokhara,28.2097,83.9853
Mahilyow,53.9089,30.343
Wudalianchi,48.6433,126.1408
Sungai Petani,5.65,100.48
Nam Định,20.42,106.1683
Sinŭiju,40.1,124.4
Vitória,-20.3189,-40.3378
Hrodna,53.6667,23.8167
Vladimir,56.1286,40.4058
Bilbao,43.2569,-2.9236
São Vicente,-23.9633,-46.3922
Cubal,-13.0333,14.2333
Yong’an,25.9733,117.3593
Itaquaquecetuba,-23.4864,-46.3486
Wuppertal,51.2667,7.1833
Minatitlán,17.9833,-94.55
Nizhniy Tagil,57.9167,59.9667
Ponta Grossa,-25.095,-50.1619
Hongzhai,35.0476,104.6394
Wakayama,34.2333,135.1667
Pavlodar,52.3156,76.9564
Gimpo,37.6236,126.7142
Rahimyar Khan,28.4202,70.2952
Nara,34.6833,135.7833
Van,38.5019,43.4167
Corrientes,-27.4833,-58.8167
San Pedro,14.3583,121.0583
Neiva,2.9275,-75.2875
Arkhangelsk,64.55,40.5333
Licheng,24.4935,110.3902
Koshigaya,35.8911,139.7908
Cabimas,10.4,-71.4333
Yakeshi,49.2842,120.7283
Baguio City,16.4152,120.5956
Ahmadnagar,19.0833,74.7333
Fayetteville,36.0713,-94.166
Canoas,-29.92,-51.18
Holguín,20.8872,-76.2631
Qoqon,40.5404,70.94
Anaheim,33.839,-117.8572
Yingmen,39.83,97.73
Piracicaba,-22.725,-47.6489
Bydgoszcz,53.1167,18
Antofagasta,-23.6464,-70.398
Khorramābād,33.4667,48.35
Rājahmundry,16.9833,81.7833
Chita,52.0333,113.5
Caruaru,-8.2828,-35.9758
Makiivka,48.0556,37.9611
Chitungwiza,-18,31.1
Pensacola,30.4427,-87.1886
Victorville,34.5277,-117.3536
Tanch’ŏn,40.458,128.911
Tokorozawa,35.7994,139.4689
Sumqayıt,40.5917,49.6397
Kūstī,13.17,32.66
Al ‘Amārah,31.8416,47.1512
Cuddapah,14.4667,78.8167
Simferopol,44.9484,34.1
Plovdiv,42.1433,24.7489
Tarlac City,15.4802,120.5979
Ōtsu,35.0167,135.85
Pelotas,-31.7719,-52.3428
Lancaster,34.6935,-118.1753
Greensboro,36.0956,-79.8269
Iligan,8.2333,124.25
East London,-33.0153,27.9116
Franca,-20.5389,-47.4008
Brest,52.0847,23.6569
Kaluga,54.5333,36.2667
Yeosu,34.7368,127.7458
Corpus Christi,27.726,-97.3755
Muzaffarpur,26.12,85.3833
Lublin,51.2333,22.5667
Lianran,24.9211,102.4778
Alwar,27.5667,76.6167
Baishan,41.9377,126.4179
Kawagoe,35.9251,139.4858
Farg‘ona,40.3864,71.7864
Tamuramachi-moriyama,37.3252,140.4134
Brahmapur,19.32,84.8
Buôn Ma Thuột,12.6667,108.05
Biñan,14.3333,121.0833
Semey,50.4111,80.2275
Tarsus,36.9167,34.9
Alicante,38.3453,-0.4831
Randburg,-26.0936,28.0064
Tepic,21.5083,-104.8931
Jitpur,27.6666,85.3333
Kaesŏng,37.964,126.5644
Beni,0.5,29.4667
Petrolina,-9.3928,-40.5078
Chinju,35.1928,128.0847
Tangdong,25.9755,113.2302
Butuan,8.9534,125.5288
Reading,51.4542,-0.9731
Uberaba,-19.7478,-47.9319
Belfast,54.5964,-5.93
Iwaki,37.0333,140.8833
Blida,36.4722,2.8333
Hangu,39.232,117.777
Yingzhong,32.2381,119.8133
Viña del Mar,-33.0245,-71.5518
Bielefeld,52.0167,8.5333
Cuenca,-2.8974,-79.0045
Fort Wayne,41.0886,-85.1437
Lipa City,13.9411,121.1622
Wad Medani,14.4,33.51
Ribeirão das Neves,-19.7669,-44.0869
Kāmārhāti,22.67,88.37
Maebashi,36.3833,139.0667
Thessaloníki,40.6403,22.9356
Gəncə,40.6828,46.3606
Bilāspur,22.15,82.0167
Santa Ana,33.7366,-117.8819
Mymensingh,24.7504,90.38
Al Fayyūm,29.3,30.8333
Flint,43.0235,-83.6922
Kendari,-3.9675,122.5947
Balıkesir,39.6511,27.8842
Az Zaqāzīq,30.5667,31.5
Thái Nguyên,21.6,105.85
Smolensk,54.7828,32.0453
Asahikawa,43.7706,142.365
Islip,40.7384,-73.1887
Wŏnju,37.3417,127.9208
Dahūk,36.85,42.9833
Batangas,13.75,121.05
Mathura,27.4833,77.6833
Barishal,22.7,90.3667
Bamiantong,44.9164,130.5212
Patiāla,30.3204,76.385
Cainta,14.5667,121.1167
Bonn,50.7339,7.0997
São José dos Pinhais,-25.535,-49.2058
Vũng Tàu,10.4042,107.1417
Markham,43.8767,-79.2633
Saugor,23.8504,78.75
Malmö,55.5932,13.0214
Roodepoort,-26.1625,27.8725
Gómez Palacio,25.5611,-103.4983
Volzhskiy,48.7833,44.7667
Taourirt,34.41,-2.89
Bijāpur,16.8244,75.7154
Sukabumi,-6.9197,106.9272
Fayetteville,35.0846,-78.9776
Taytay,14.5692,121.1325
Ulanhot,46.0726,122.0719
Nakuru,-0.2833,36.0667
Yunzhong,39.8143,113.0946
Al Fallūjah,33.35,43.7833
Kōchi,33.5589,133.5314
Boa Vista,2.82,-60.6719
Gwangmyeongni,37.4772,126.8664
Bari,41.1253,16.8667
Pucallpa,-8.3833,-74.55
Kuching,1.5397,110.3542
Zinder,13.8,8.9833
Caucaia,-3.7328,-38.6558
Gonder,12.6,37.4667
Jackson,32.3163,-90.2124
Mekele,13.4969,39.4769
Kulti,23.73,86.85
Santa Rosa,38.4458,-122.7067
Gonaïves,19.4456,-72.6883
Lansing,42.7142,-84.5601
Naha,26.2122,127.6789
Binxian,35.0364,108.0764
San Juan,18.4037,-66.0636
Lexington,38.0423,-84.4587
Hotan,37.1012,79.9327
Uíge,-7.6167,15.05
Newcastle,-32.9167,151.75
Kurgan,55.4408,65.3411
Kaiyuan,23.7147,103.2585
Temara,33.9234,-6.9076
Uruapan,19.4208,-102.0628
Camagüey,21.3786,-77.9186
Ann Arbor,42.2755,-83.7312
San Salvador de Jujuy,-24.1856,-65.2994
Timişoara,45.7597,21.23
Córdoba,37.8845,-4.7796
Al Kūt,32.4907,45.8304
Tapachula,14.9,-92.2667
Shāhjānpur,27.8804,79.905
Cherepovets,59.1333,37.9167
San Miguelito,9.05,-79.5
Menongue,-14.6585,17.691
Poltava,49.5744,34.5686
Henderson,36.0133,-115.038
Maroua,10.5823,14.3275
Kaech’ŏn,39.6986,125.9061
Asan,36.35,126.9167
Coatzacoalcos,18.15,-94.4333
Huntsville,34.6988,-86.6412
Öskemen,49.99,82.6149
Tampico,22.2553,-97.8686
Trichūr,10.52,76.21
Cluj-Napoca,46.7667,23.6
General Trias,14.3833,120.8833
Cirebon,-6.7167,108.5667
Boaco,12.4722,-85.6586
Cà Mau,9.1833,105.15
Cabuyao,14.275,121.125
Vologda,59.2167,39.9
Saransk,54.1833,45.1833
Mobile,30.6783,-88.1162
Bor,6.2167,31.55
Münster,51.9625,7.6256
Barddhamān,23.25,87.85
Toshima,35.7333,139.7167
Karlsruhe,49.0167,8.4
Kasur,31.1167,74.45
Yakou,33.2937,113.5203
Orël,52.9686,36.0694
Safi,32.2833,-9.2333
Shahr-e Qods,35.7214,51.1089
Vitória da Conquista,-14.8661,-40.8394
Ḩamāh,35.1333,36.75
Guarujá,-23.9936,-46.2564
Catania,37.5027,15.0873
Purnea,25.78,87.47
Datang,22.9476,113.9326
Fort Collins,40.5478,-105.0656
Port Elizabeth,-33.9581,25.6
Alanya,36.5436,31.9997
Asheville,35.5704,-82.5536
Santa Clarita,34.4175,-118.4964
Gorgān,36.83,54.48
Quy Nhơn,13.7696,109.2314
Sambalpur,21.4704,83.9701
Yokkaichi,34.9667,136.6167
Chalco,19.2647,-98.8975
Mannheim,49.4878,8.4661
Namp’o,38.7333,125.4
Shahrīār,35.6597,51.0592
Cobán,15.4833,-90.3667
Kasugai,35.25,136.9667
Sapele,5.8904,5.68
Blumenau,-26.9189,-49.0658
Sariwŏn,38.5039,125.7589
St. Catharines,43.1833,-79.2333
Matadi,-5.8167,13.4833
Niagara Falls,43.06,-79.1067
Fīrozābād,27.15,78.3949
San Fernando,15.0333,120.6833
St. Paul,44.9477,-93.104
Vladikavkaz,43.04,44.6775
Yakutsk,62.0272,129.7319
Minna,9.6139,6.5569
Hisar,29.1489,75.7367
Puerto La Cruz,10.2167,-64.6167
Podolsk,55.4297,37.5444
Ciudad Victoria,23.7333,-99.1333
Ciudad del Este,-25.5167,-54.6167
Vaughan,43.8333,-79.5
Ōakashichō,34.6431,134.9975
Pekalongan,-6.8883,109.6753
Adıyaman,37.7644,38.2763
Vila Nova de Gaia,41.1333,-8.6167
Curepipe,-20.3162,57.5166
Cabanatuan City,15.4833,120.9667
Paulista,-7.9408,-34.8728
Oaxaca,17.0833,-96.75
Armenia,4.5389,-75.6725
Akita,39.7197,140.1025
San Bernardo,-33.6,-70.7167
Wollongong,-34.4331,150.8831
Brest,48.39,-4.49
Awka,6.2,7.0667
Iksan,35.9439,126.9544
Taubaté,-23.0333,-45.55
Antioch,37.9789,-121.7958
Lakeland,28.0556,-81.9545
Sóc Trăng,9.6,105.9719
Āwasa,7.05,38.4667
Mardan,34.1958,72.0447
Popayán,2.4411,-76.6061
Praia Grande,-24.0058,-46.4028
Qianzhou,28.3185,109.7318
Cotabato,7.2167,124.25
Valladolid,41.6528,-4.7236
Mossoró,-5.1878,-37.3439
Coatepeque,14.7,-91.8667
Bīdar,17.9229,77.5175
Białystok,53.1167,23.1667
Mérida,8.5833,-71.1333
Murmansk,68.9667,33.0833
Ar Raqqah,35.95,39.0167
Afyonkarahisar,38.7581,30.5386
Vigo,42.2314,-8.7124
Jember,-8.1727,113.6873
Bahía Blanca,-38.7167,-62.2667
İskenderun,36.5804,36.17
Al Mubarraz,25.41,49.5808
Petrópolis,-22.505,-43.1789
Al Kharj,24.1556,47.312
Rāmpur,28.8154,79.025
Najrān,17.4917,44.1322
Chernihiv,51.4939,31.2947
Yangsan,35.3386,129.0386
Comilla,23.45,91.2
Oyster Bay,40.7845,-73.5139
Valparaíso,-33.0458,-71.6197
Augsburg,48.3717,10.8983
Mbeya,-8.9,33.45
Limeira,-22.5647,-47.4017
Rangpur,25.75,89.25
Shiliguri,26.72,88.42
Aksaray,38.3686,34.0297
Navotas,14.6667,120.9417
Çorum,40.5489,34.9533
Bāli,22.65,88.34
Ismailia,30.5833,32.2667
Vila Teixeira da Silva,-12.1958,15.8556
Pānīpat,29.4004,76.97
Delmas,18.55,-72.3
Batna,35.55,6.1667
Kunp’o,37.3675,126.9469
Tambov,52.7167,41.4333
Iaşi,47.1622,27.5889
Thiès,14.7833,-16.9167
